ID,Recommendation,Comment,Game Series
PS0566,Not Recommended,"[R] [R] [R] drill . [R] [R] fifa , [R] play [R] often [R] every year . [R] [R] hate [R] [R] damn [R] [R] [R] same time . [R] know [R] [R] not alone lol [R] [R] make [R] year [R] good changesimprovments ? .. YES .. [R] [R] changes fix [R] game , [R] [R] make not [R] typical EAbs , [R] make [R] quality [R] life improvements , [R] [R] logical , [R] [R] not repeat [R] make even bad misstakes [R] old games .. NOPE .. classic EA [R] always [R] HEY , no worries [R] [R] nt need [R] [R] fear [R] change .. , [R] [R] always stay [R] same [R] [R] always [R] [R] same , lousy company [R] [R] never give [R] damn [R] [R] community [R] [R] [R] die Sometimes [R] dream [R] [R] alternate timeline [R] FUT 2010 completely flop ... [R] PES remain competition ... FC25 would [R] [R] [R] today [R] more game modes , [R] really good top career mode , [R] [R] bugfree game without [R] typical EA shenanigans . Oh , [R] thanks [R] [R] aggressive bots [R] year ! Club mode [R] fun [R] [R] AI defenders get [R] red card every two games Very fun [R] good [R] break [R] controller [R] get [R] new one tldr ? [R] yeah .. fifa ye ... [R] hate [R] , [R] bs [R] ea . [R] NO ONE [R] give [R] bad dumb company [R] money ! [R] .. , classic hm . ? ... [R] [R] [R] play [R] dumb game ? yeah unfortunately ... [R] [R] recommend [R] ? NO F'N WAY ! [R] [R] buy [R] next fc [R] ? yes ... sadly yess ...",Apex Legends
PS0567,Not Recommended,"[R] three months , [R] delete [R] garbage . [R] hope [R] [R] [R] sooner . [R] [R] [R] waste [R] [R] time , really .",Apex Legends
PS0568,Recommended,jmecher,Apex Legends
PS0569,Not Recommended,"Product refund [R] [R] [R] look [R] [R] `` run [R] treacle simulator `` , [R] [R] [R] game [R] [R] .",Apex Legends
PS0570,Recommended,[R] HATE [R] GAME [R] BANNED [R] [R] [R] NOT ANSER [R] [R] NEED HELP,Apex Legends
PS0571,Recommended,Product receive [R] free nar,Apex Legends
PS0572,Not Recommended,servers,Apex Legends
PS0573,Recommended,w game,Apex Legends
PS0574,Not Recommended,[R] GAME,Apex Legends
PS0575,Recommended,basl23106,Apex Legends
PS0576,Not Recommended,"Worst FIFA ever , [R] far . Bad PC optimization , lots [R] bugs , crashes , not allow [R] [R] manually move [R] position [R] [R] players [R] team management , no license [R] multiple Italian teams . [R] game [R] get bad year [R] year . Same [R] EA [R] [R] [R] [R] release lately",Apex Legends
PS0577,Not Recommended,Worst Fifa [R] years . [R] [R] [R] manage [R] go backwards [R] simple things [R] team management ?,Apex Legends
PS0578,Recommended,retes kari,Apex Legends
PS0579,Not Recommended,Product receive [R] free .,Apex Legends
PS0580,Not Recommended,"EA FC 24.5 , EA FC 24 Ver 2 . No wonder [R] bundle [R] [R] [R] previous version [R] [R] low price [R] last winter sale",Apex Legends
PS0581,Not Recommended,Keeps crash [R] no reason,Apex Legends
PS0582,Recommended,[R] nice,Apex Legends
PS0583,Not Recommended,same game same old same server same matchmaking same cpu bot teammate,Apex Legends
PS0584,Recommended,good,Apex Legends
PS0585,Not Recommended,"[R] game feel empty . Half [R] teams [R] go . AC Milan [R] call Milano . Since [R] lose [R] FIFA name [R] lose [R] lot [R] leagues [R] teams . [R] bad experience [R] [R] game [R] become less fun . [R] counter attacks , pass [R] [R] balls [R] [R] nerfed [R] [R] , [R] only option [R] play [R] [R] short passes . [R] [R] [R] [R] [R] play [R] . [R] game feel [R] slow [R] non tactical . [R] defense [R] good [R] FC24 .",Apex Legends
PS0586,Not Recommended,"Hello , [R] [R] gratsopouli [R] [R] [R] [R] addict . [R] [R] [R] play UT since 2012 , [R] past few years [R] [R] stop play [R] game [R] 3 months . [R] [R] due [R] scripted gameplay [R] continue delays . Funny [R] [R] [R] [R] [R] bad [R] weekend league consider [R] [R] [R] one [R] [R] most competitive aspects [R] [R] game . [R] best [R] [R] [R] [R] play offline [R] friends , [R] [R] [R] PvP sector [R] [R] game need work , [R] servers need work , [R] gameplay need work . [R] [R] sad really [R] [R] sport [R] [R] ridicule [R] [R] games . [R] would recommend [R] cut [R] [R] game [R] [R] life [R] soonest , [R] [R] come [R] [R] person [R] finish highly [R] [R] rankings , love football , [R] history [R] culture [R] football , [R] well [R] [R] community . Hope [R] experience life [R] [R] best [R] ways , not [R] game .",Apex Legends
PS0587,Recommended,nice,Apex Legends
PS0588,Recommended,great game,Apex Legends
PS0589,Not Recommended,"Product receive [R] free crash crash crash ... bug bug bug ... [R] game [R] [R] different interpretation , [R] [R] [R] bug , [R] lag , [R] crash",Apex Legends
PS0590,Not Recommended,"game , regret buy [R] . controller [R] not work [R] ultimate team , [R] [R] [R] modes work . would not recommend [R] buy [R] , keep away",Apex Legends
PS0591,Not Recommended,[R] game [R] [R] trash,Apex Legends
PS0592,Recommended,[R] very good,Apex Legends
PS0593,Not Recommended,KEBANYAKAN BUG ! ! !,Apex Legends
PS0594,Not Recommended,GAME GOBLOK DIKIT2 STUCK LOADING . CONSOLE MULU ANJ YANG DI BENERIN,Apex Legends
PS0595,Not Recommended,[R] bad fifa [R] [R] ever play [R] game play [R] bad [R] heavy [R] menu pug [R] [R] [R] restart,Apex Legends
PS0596,Not Recommended,Pure garbage .,Apex Legends
PS0597,Recommended,very good,Apex Legends
PS0598,Not Recommended,Graphic play atmosphere [R] till [R] 2025 stilll [R] lousy !,Apex Legends
PS0599,Recommended,Blue Lock 25,Apex Legends
PS0600,Recommended,[R] far [R] good,Apex Legends
PS0601,Not Recommended,game [R] make [R] want [R] kill [R] self,Apex Legends
PS0602,Recommended,Product receive [R] free very nice,Apex Legends
PS0603,Recommended,[R] good,Apex Legends
PS0604,Recommended,Good Career Mode Concept,Apex Legends
PS0605,Recommended,gg,Apex Legends
PS0606,Recommended,[R] [R] pepsi [R] realy [R] [R] [R] good game,Apex Legends
PS0607,Not Recommended,game,Apex Legends
PS0608,Recommended,AMAZING game,Apex Legends
PS0609,Recommended,Very nice balls,Apex Legends
PS0610,Recommended,meow,Apex Legends
PS0611,Not Recommended,[R] GAME [R] [R] [R] [R] [R] [R] IDIOT [R] ALSO DUMB . ALWAYS DISCONNECTED NGENTOD GOBLOG MEMEQ GAME HARAM,Apex Legends
PS0612,Recommended,buy only [R] [R] sale [R] less [R] 6 dollars,Apex Legends
PS0613,Not Recommended,"Very hard [R] find opponet [R] drop [R] , stutter even [R] [R] use medium graphic . Very bad game [R] [R] price",Apex Legends
PS0614,Not Recommended,"Utterly crap , not worth 1 . [R] look [R] [R] make [R] AI , game play [R] simply retarded . Going away [R] football [R] every edition ! ea sucksServers crash , players leave [R] [R] time ! Producers deserve [R] burn [R] hell !",Apex Legends
PS0615,Not Recommended,no,Apex Legends
PS0616,Recommended,f,Apex Legends
PS0617,Not Recommended,[R] NOT BUY [R] NOT START,Apex Legends
PS0618,Recommended,Almost 200 hours [R] [R] . Game . [R] . Awesome . ' nuffsed,Apex Legends
PS0619,Recommended,cheese,Apex Legends
PS0620,Not Recommended,[R] game [R] gameplay [R] bad [R] dda,Apex Legends
PS0621,Recommended,SSSSSUUUUUIIIIIIII,Apex Legends
PS0622,Not Recommended,[R] buy [R] ultimate edition [R] [R] not receive [R] content [R] [R],Apex Legends
PS0623,Recommended,[R] nt play [R],Apex Legends
PS0624,Not Recommended,,Apex Legends
PS0625,Not Recommended,[R] only 12 squad battles matches ? [R] not 24 [R] 30 ? [R] [R] us enjoy play offline EA .,Apex Legends
PS0626,Not Recommended,terrible,Apex Legends
PS0627,Recommended,Still [R] not quite work [R] [R] [R] blokes [R] [R] team [R] [R] body slam [R] 4'11 twig [R] women . [R] game may [R] may not [R] sexist,Apex Legends
PS0628,Not Recommended,not fun change settings [R] [R] time,Apex Legends
PS0629,Recommended,Product receive [R] free,Apex Legends
PS0630,Not Recommended,[R],Apex Legends
PS0631,Not Recommended,Cancer game .,Apex Legends
PS0632,Not Recommended,"[R] [R] [R] RESTART GAME [R] [R] [R] [R] PLAYING ONE , SINGLE CLUBS MATCH . IM NOT EVENT TALKING [R] SERVERS . [R] GON NA WIN MATCH [R] [R] GAME [R] NOT COUNT [R] [R] COMMON.DONT EVER BUY [R]",Apex Legends
PS0633,Not Recommended,"Very Bad game , [R] [R] bad ever",Apex Legends
PS0634,Not Recommended,script ahh game,Apex Legends
PS0635,Not Recommended,ocsmny szar,Apex Legends
PS0636,Recommended,100,Apex Legends
PS0637,Not Recommended,bore,Apex Legends
PS0638,Recommended,[R] football game,Apex Legends
PS0639,Recommended,Best soccer game,Apex Legends
PS0640,Not Recommended,Incredibly bad,Apex Legends
PS0641,Recommended,yry,Apex Legends
PS0642,Recommended,"[R] game suck ass , scripted asf [R] game [R] nt not buy [R] [R] buy [R] [R] destroy [R]",Apex Legends
PS0643,Recommended,VERY GOOD,Apex Legends
PS0644,Not Recommended,"Utter rubbish , [R] [R] menus [R] not enough actual game ! [R] [R] [R] [R] money [R] [R] [R] extract [R] [R] [R] pocket . EA [R] lose [R] plot . Football menu simulator ! [R] [R] get lose [R] [R] [R] options [R] [R] not result [R] [R] actual game [R] play . [R] [R] waste [R] money .",Apex Legends
PS0645,Recommended,b,Apex Legends
PS0646,Recommended,xo xo,Apex Legends
PS0647,Not Recommended,Defending [R] atrocious,Apex Legends
PS0648,Recommended,[R],Apex Legends
PS0649,Not Recommended,somehow even bad [R] last year,Apex Legends
PS0650,Not Recommended,"[R] game give [R] Acne AIDS Allergies Alice [R] Wonderland Syndrome AIWS Alzheimer [R] disease Anal abscesses Anal Cancer Anal Itching Anal Tear Anxiety disorder Arthritis Asthma Astigmatism Autism Autoimmune diseases AutoBrewert syndrome Attention deficit hyperactivity disorder ADHD Autistic spectrum disorder ASD Asbestosis Bad breath Bacterial vaginosis Benign prostate hyperplasia BPH Bipolar disorder Body odors Bone cancer Bone placement disorder Bowel cancer Bloating Brain cancer Brain damage Brain tumours Bronchitis Breast cancer Candidacies Cataracts Carpel tunnel syndrome Changes [R] bowel movements Celiac disease Cervical cancer Chest infection Chest pain Chicken pox Chlamydia Chronic fatigue syndrome CFS Chronic illness Cold sores Colon cancer Coma Congenital Insensitivity [R] Pain Conjunctivitis Constipation Common cold COPD Cough Crippling depression Crohn [R] disease Corona Virus Cystic fibrosis Dehydration Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia Dementia diabetes diarrhea depression [R] syndrome Dry mouth Earache eat disorders Ebola eczema endometriosis Epilepsy Erectile dysfunction eye cancer eye disorders Fatigue fibroids fibromyalgia Foreign Accent Syndrome Farting flu food poisoning Fungal nail infection Gallbladder cancer Gallstones genital herpes gonorrhea Gum disease Graves ' disease hallucinations Hashimoto [R] thyroiditis hay fever Hearing loss hepatitis [R] , B , C , [R] [R] E herpes high cholesterol HIV Hodgkin [R] disease Human Werewolf Syndrome HutchinsonGilford Progeria Syndrome HPV hypertension Immediate bowel syndrome Indigestion Ingrown toenail Itching Itchy bottom Joint abnormalities Kidney cancer Kidney infection Kidney stone Leg cramp Liver cancer Liver disease Lung cancer Measles Mesothelioma Mouth cancer Nasal [R] sinus cancer Nosebleed Obesity Osteoporosis Old man syndrome Pancreatic cancer Panic disorder Parkinson [R] disease Personality disorder Persistent Sexual Arousal Syndrome Prostate cancer Radiation poisoning Reactive arthritis Restless legs syndrome Walking Corpse Syndrome Shingles Shortness [R] breath Skin cancer Sore throat Sugar cravings Sunburn Stiff Person Syndrome Stoneman Syndrome Stomach cancer Stroke Sexually transmit diseases STD [R] toenail fungus Tuberculosis Tposing syndrome Urinary track infection Vomit disorder Whooping cough Yellow fever Yeast Infection",Apex Legends
PS0651,Not Recommended,[R] [R] [R] make [R] game [R] bad ... ultimate team [R] [R] p2w servers [R] damn laggy efootball [R] good [R] [R] [R] please [R] nt buy lmaooo,Apex Legends
PS0652,Recommended,hi,Apex Legends
PS0653,Not Recommended,"[R] [R] [R] [R] chill guy , [R] [R] game [R] definitely [R] [R] ...... Enjoy [R] rage , anger [R] disappointment cause [R] [R] game .... Enough [R] make [R] cry [R] question [R] life choices ...... [R] [R] [R] nt love [R] pc [R] [R] , [R] give [R] [R] try ....",Apex Legends
PS0654,Not Recommended,GET BUM RAPED [R] 50 YEAR OLD MEN [R] [R] [R] BETTER [R] [R] [R] BUM SWEAT [R] [R] POOR 14 YEAR OLD . [R] WOULD PREFER [R] [R] PUBLICLY EXECUTED [R] [R] USES TOTS VVD [R] [R] [R] [R] BIGGEST NIGHTMARE [R] [R] [R] NIGHTMARES [R] [R],Apex Legends
PS0655,Not Recommended,"Absolutely atrocious . [R] game become Animations become more slow [R] unrealistic [R] game animations [R] very slow , [R] lead [R] [R] lot [R] guess game instead [R] reaction game , celebration animations unbelievably dumb [R] players run [R] [R] net 50 [R] [R] time Controls [R] way less responsive , [R] [R] [R] wait [R] 34 seconds [R] [R] player [R] [R] [R] [R] [R] ball [R] [R] disposal AI [R] [R] team [R] incredibly dumb Dumber [R] [R] , [R] [R] wait forever [R] get [R] winger [R] run forward [R] overall UI [R] 3D style model [R] unremarkable [R] dull , [R] models look ugly [R] view [R] broadcast camera [R] game [R] buggy [R] ever Hair disappear [R] time [R] time , bugs [R] go online [R] [R] reason , UI [R] stick , load times [R] most menu buttons [R] [R] least 1020 seconds Launching [R] [R] fullscreen [R] [R] pain , launch [R] steam deck impossible , launch [R] remote play mode [R] barely possible , alttabing [R] not [R] option , music balance [R] always [R] [R] [R] place Balancing feel absolutely ridiculous [R] power shots [R] score [R] way [R] [R] [R] box [R] [R] [R] [R] absolutely [R] [R] [R] Fing EA launcher barely work [R] [R] slow AF 2030 seconds [R] load every time still good [R] UPlay , hahaThe only good [R] [R] [R] name Close [R] shots become [R] nicerOverall , [R] suggest [R] not [R] buy [R] game [R] buy [R] FIFA 2022 [R] early . [R] know [R] EA keep make [R] more [R] more difficult [R] find old versions [R] [R] game , [R] [R] one [R] not worth [R] , unless [R] desperately want [R] throw [R] [R] [R] hard earn cash [R] [R] Ultimate Team .",Apex Legends
PS0656,Recommended,Product receive [R] free ts ruin [R] day [R] [R] still play [R] 1010,Apex Legends
PS0657,Not Recommended,"Stupid game , [R] [R] bug , no improvement [R] 24 version , come [R] EA [R] [R] [R] dumb ? stupid idiot company , zero knowledge [R] make game",Apex Legends
PS0658,Not Recommended,absolute trash,Apex Legends
PS0659,Recommended,cook [R] cook,Apex Legends
PS0660,Recommended,mayaan,Apex Legends
PS0661,Recommended,great,Apex Legends
PS0662,Not Recommended,bugs,Apex Legends
PS0663,Not Recommended,"Usually could play 34 matches [R] still love [R] [R] society afterwards . Even [R] `` major `` update playing feels force [R] [R] stop [R] [R] [R] match . Players [R] [R] stand [R] , [R] get [R] couple [R] chances [R] [R] [R] [R] [R] not score [R] [R] get [R] handball penalty . CM [R] CMDs nonexistent , [R] need [R] defend [R] wingers [R] CBs . Another atrocious part [R] head . [R] [R] not remember last time [R] score [R] header , [R] score 3 handball penalties previous match though . [R] [R] [R] straw [R] break [R] camel [R] back [R] [R] review . 1st FIFA review [R] [R] post [R] [R] buy every single one [R] [R] since 2008 .",Apex Legends
PS0664,Recommended,"Well well well . [R] [R] [R] begin [R] [R] game . Lets [R] say [R] apart [R] [R] love [R] open packs not [R] [R] relate [R] [R] gambling addiction [R] game make [R] want [R] get [R] [R] real football pitch [R] [R] immediately leave [R] go back home [R] uninstall [R] game . [R] [R] really good [R] [R] enjoy [R] follow High blood pressure , stress , shout , very very fair [R] legitimate [R] life accurate refereeing . Alongside [R] , [R] [R] [R] [R] angry [R] continue write [R] review [R] [R] game [R] [R] [R] [R] leave [R] game [R] hit [R] posts 6 times . 0 goals [R] [R] way . Overall [R] 1010 .... [R] [R] [R] [R] cavemen [R] [R] [R] begin [R] experience 21st Century Life .",Apex Legends
PS0665,Recommended,good game,Apex Legends
PS0666,Recommended,gg,Apex Legends
PS0667,Recommended,ok,Apex Legends
PS0668,Recommended,good game .,Apex Legends
PS0669,Not Recommended,Same game every year [R] no improvements [R] [R] know [R] .,Apex Legends
PS0670,Recommended,good,Apex Legends
PS0671,Not Recommended,[R] most sihtyyy never buy [R] tho,Apex Legends
PS0672,Recommended,merita banii,Apex Legends
PS0673,Not Recommended, ,Apex Legends
PS0674,Not Recommended,1 . Opened [R] game2 . Played Kick [R] against South Hampton3 . [R] proceed [R] score 4 goals [R] me4 . Process life5 . Uninstall010 [R] would rather watch South Hampton [R] play [R] play [R] ... Well ... [R] not .,Apex Legends
PS0675,Not Recommended,[R] delete [R] game [R] very bad [R] ca nt defence [R] [R] player [R] pro clubs [R] [R] bad things [R] game play,Apex Legends
PS0676,Recommended,soul eater,Apex Legends
PS0677,Recommended,...,Apex Legends
PS0678,Not Recommended,.,Apex Legends
PS0679,Recommended,"Love career mode , [R] [R] [R] [R] [R] glitches . EA really need [R] patch [R] game",Apex Legends
PS0680,Not Recommended,,Apex Legends
PS0681,Recommended,L3BAH MAL ZELEM,Apex Legends
PS0682,Not Recommended,"[R] [R] not know , man [R] feel [R] [R] bad [R] fc24the whole gameplay [R] different , 30 [R] [R] pass ai nt go [R] way [R] want , [R] also [R] remove [R] annual player rating growth [R] career mode plus [R] player career mode free kick training [R] af",Apex Legends
PS0683,Not Recommended,"players runnin around [R] [R] [R] never see [R] ball [R] , [R] [R] not understand ea inside [R] game [R] [R] game [R] already . even [R] [R] [R] [R] [R] microsoft hq , [R] [R] get [R] least 70 ping . [R] ? [R] ea [R] full [R] people [R] [R] not [R] [R] brain cell . [R] only want money , money [R] money . unacceptable [R] [R] game [R] progress [R] poorly . [R] hope [R] ufl [R] efootball mfs see [R] flaws [R] `` [R] game `` [R] improve [R] games good .",Apex Legends
